id_user,recommended_product
1117940,credit_card
1257776,credit_card
1118633,credit_card
906260,credit_card
1529377,credit_card
1181802,credit_card
1359643,credit_card
1014896,credit_card
1386413,credit_card
1214540,credit_card
1051258,credit_card
1515085,credit_card
1394528,credit_card
1209529,credit_card
1436566,credit_card
1493437,credit_card
730969,credit_card
1375881,credit_card
1140507,credit_card
1246998,credit_card
1251645,credit_card
1117894,credit_card
1163413,credit_card
1094289,credit_card
1248876,credit_card
1387829,credit_card
1398593,credit_card
1297544,credit_card
1234799,credit_card
1178570,credit_card
1352882,credit_card
1075183,credit_card
1133640,credit_card
1008520,credit_card
1382903,credit_card
1152189,credit_card
1260825,credit_card
1121696,credit_card
1492833,credit_card
1384945,credit_card
1243156,credit_card
1221078,credit_card
1008921,credit_card
1009575,credit_card
1171658,credit_card
1393026,credit_card
1399101,credit_card
1128407,credit_card
1114367,credit_card
1457360,credit_card
1105241,credit_card
1107290,credit_card
1453504,credit_card
1545367,credit_card
1242917,credit_card
1138532,credit_card
1095554,credit_card
1357969,credit_card
1400571,credit_card
1392158,credit_card
1529289,credit_card
1262166,credit_card
1393312,credit_card
1021160,credit_card
1517459,credit_card
1141904,credit_card
1058902,credit_card
498737,credit_card
1100834,credit_card
1438006,credit_card
369500,credit_card
1374513,credit_card
1094213,credit_card
1164059,credit_card
1081730,credit_card
986296,credit_card
1004586,credit_card
1452745,credit_card
1001633,credit_card
1518011,credit_card
1217159,credit_card
1389171,credit_card
1014623,credit_card
1126924,credit_card
1366951,credit_card
1303908,credit_card
1400738,credit_card
1389673,credit_card
1080887,credit_card
1387437,credit_card
1248757,credit_card
1011174,credit_card
1003882,credit_card
1301473,credit_card
1267245,credit_card
1267126,credit_card
1309893,credit_card
1520467,credit_card
1467871,credit_card
1246132,credit_card
1399393,credit_card
1382088,credit_card
1527817,credit_card
1270312,credit_card
1000667,credit_card
1441239,credit_card
1235463,credit_card
1004560,credit_card
1244508,credit_card
1520466,credit_card
1252832,credit_card
1096414,credit_card
1325745,credit_card
1192003,credit_card
1236505,credit_card
1242998,credit_card
1405594,credit_card
1254055,credit_card
1522964,credit_card
1056586,credit_card
1381399,credit_card
1178295,credit_card
1231811,credit_card
1378098,credit_card
1380967,credit_card
1363913,credit_card
1495591,credit_card
1253746,credit_card
1005692,credit_card
1137123,credit_card
1239246,credit_card
1351495,credit_card
1065031,credit_card
1249850,credit_card
1337524,credit_card
1386929,credit_card
1085815,credit_card
1266578,credit_card
1125816,credit_card
1337556,credit_card
1135807,credit_card
1511888,credit_card
1339162,credit_card
1301583,credit_card
1401705,credit_card
1374190,credit_card
1237095,credit_card
1246707,credit_card
1383444,credit_card
1258937,credit_card
1025178,credit_card
1105579,credit_card
1383237,credit_card
1269915,credit_card
1436017,credit_card
1394006,credit_card
1530266,credit_card
1356259,credit_card
1096420,credit_card
1480885,credit_card
1204164,credit_card
1179584,credit_card
1248499,credit_card
1232570,credit_card
933107,credit_card
1119762,credit_card
1506925,credit_card
1295962,credit_card
1170626,credit_card
1347588,credit_card
1374846,credit_card
1391283,credit_card
1305478,credit_card
1369557,credit_card
1355115,credit_card
1312479,credit_card
1521725,credit_card
1013386,credit_card
1016813,credit_card
1016894,credit_card
1357350,credit_card
1523266,credit_card
1518217,credit_card
1316428,credit_card
885387,credit_card
1360507,credit_card
1282903,credit_card
1361835,credit_card
1134394,credit_card
1055474,credit_card
1515238,credit_card
1267832,credit_card
62064,credit_card
1000735,credit_card
1058326,credit_card
1247626,credit_card
1263273,credit_card
1529192,credit_card
1371150,credit_card
1251790,credit_card
1527660,credit_card
1366153,credit_card
286348,credit_card
1395085,credit_card
1113563,credit_card
1005732,credit_card
1386024,credit_card
1241219,credit_card
1491533,credit_card
1017975,credit_card
1439943,credit_card
1543869,credit_card
1246200,credit_card
1135647,credit_card
1392468,credit_card
1468495,credit_card
1228348,credit_card
1134043,credit_card
1145035,credit_card
1445679,credit_card
1370275,credit_card
901827,credit_card
1348958,credit_card
1122689,credit_card
1061720,credit_card
1287377,credit_card
1380299,credit_card
1181152,credit_card
1128496,credit_card
1244210,credit_card
1173631,credit_card
1229724,credit_card
1070468,credit_card
1127698,credit_card
1339079,credit_card
1227148,credit_card
1140506,credit_card
1122109,credit_card
1247719,credit_card
1300202,credit_card
1258185,credit_card
1264003,credit_card
1003031,credit_card
857669,credit_card
1253295,credit_card
1299172,credit_card
1241158,credit_card
1373503,credit_card
1257651,credit_card
1022463,credit_card
1107784,credit_card
1414132,credit_card
1250159,credit_card
1086958,credit_card
1370631,credit_card
1243357,credit_card
1096418,credit_card
1367753,credit_card
1387657,credit_card
1536955,credit_card
1111523,credit_card
1233693,credit_card
1306070,credit_card
1301301,credit_card
1538098,credit_card
1011206,credit_card
1132708,credit_card
1137640,credit_card
1258697,credit_card
1235169,credit_card
1414939,credit_card
1242747,credit_card
1122781,credit_card
707261,credit_card
1517308,credit_card
1127740,credit_card
1201041,credit_card
1371017,credit_card
1213162,credit_card
1098007,credit_card
1115343,credit_card
1038249,credit_card
1263156,credit_card
1344405,credit_card
499826,credit_card
1185969,credit_card
1274818,credit_card
1241786,credit_card
1235201,credit_card
1291838,credit_card
1251959,credit_card
1246876,credit_card
1191498,credit_card
1269278,credit_card
483336,credit_card
1521812,credit_card
1242604,credit_card
1135935,credit_card
1290622,credit_card
1124080,credit_card
1524950,credit_card
1139364,credit_card
1302681,credit_card
1257308,credit_card
1247984,credit_card
1524858,credit_card
1217480,credit_card
1139021,credit_card
1134774,credit_card
1125088,credit_card
1069871,credit_card
1399255,credit_card
1069500,credit_card
1345568,credit_card
1394597,credit_card
1056548,credit_card
1198927,credit_card
1022214,credit_card
1369763,credit_card
1192638,credit_card
1524196,credit_card
1137600,credit_card
1008205,credit_card
1006296,credit_card
1259891,credit_card
1325845,credit_card
1243799,credit_card
924930,credit_card
1137501,credit_card
1234040,credit_card
1009644,credit_card
1522999,credit_card
1256030,credit_card
1124359,credit_card
1220964,credit_card
1426214,credit_card
1370616,credit_card
1393778,credit_card
1479480,credit_card
1125070,credit_card
1246569,credit_card
1128570,credit_card
1245781,credit_card
1072136,credit_card
1263076,credit_card
1238645,credit_card
400149,credit_card
1193038,credit_card
493054,credit_card
395942,credit_card
1244901,credit_card
1195017,credit_card
1236794,credit_card
1020775,credit_card
1097829,credit_card
1124136,credit_card
1005701,credit_card
1193212,credit_card
1237777,credit_card
1218471,credit_card
1014625,credit_card
1112134,credit_card
1507054,credit_card
1140948,credit_card
1334328,credit_card
1195691,credit_card
1213611,credit_card
1086981,credit_card
1122516,credit_card
1393063,credit_card
1250053,credit_card
1024107,credit_card
1146213,credit_card
1266162,credit_card
1532981,credit_card
1398739,credit_card
1262214,credit_card
1123102,credit_card
1180324,credit_card
1417125,credit_card
1505156,credit_card
1079116,credit_card
1164794,credit_card
1305101,credit_card
1127489,credit_card
1018986,credit_card
1014215,credit_card
1440493,credit_card
1244051,credit_card
1407601,credit_card
1250534,credit_card
1523725,credit_card
1426166,credit_card
1394049,credit_card
1238179,credit_card
1502171,credit_card
1520845,credit_card
1223799,credit_card
1401941,credit_card
1010175,credit_card
1471743,credit_card
1236333,credit_card
1405698,credit_card
1018388,credit_card
1274239,credit_card
1526332,credit_card
1332894,credit_card
1095509,credit_card
1120375,credit_card
1132788,credit_card
1237546,credit_card
484605,credit_card
1123199,credit_card
1251196,credit_card
1342412,credit_card
1303691,credit_card
1243404,credit_card
1137633,credit_card
1055731,credit_card
1257003,credit_card
1138143,credit_card
1255677,credit_card
1236808,credit_card
1267162,credit_card
1253456,credit_card
1138117,credit_card
844679,credit_card
1447345,credit_card
1461165,credit_card
1391407,credit_card
1262715,credit_card
1401236,credit_card
1295981,credit_card
1232421,credit_card
1324178,credit_card
1250038,credit_card
1230908,credit_card
1059847,credit_card
1391133,credit_card
1248732,credit_card
1264220,credit_card
1000672,credit_card
1402476,credit_card
1381736,credit_card
1275810,credit_card
1297982,credit_card
991354,credit_card
1018697,credit_card
1056613,credit_card
1273812,credit_card
1375506,credit_card
